Name;Set;Imagefile;Side;Culture;Type;Twilight;Strength;Vitality;Resistance;Signet/Site#;Unique;Set#;Rarity;Card#;Notes;Lore;Text
Isildur, Heir of Elendil (P);Promotional;LOTR00119;Free;Gondor;Companion - Man;03;07;3;01;;U;00;P;119;Image fix by Malachi. ;;Knight. Isildur is resistance +1 for each card in your hand. At the end of any phase, if Isildur has resistance 0, place him in your dead pile. Each time you reconcile, you may draw a card.
Isengard Marauder (P);Promotional;LOTR00120;Shadow;Orc;Minion - Orc;02;12;2;;4;;00;P;120;Scan courtesy of HawkeyeSPF.;;To play, discard 3 cards from your hand. While you can spot 2 other [ORC] minions, this minion is fierce.
Covetous Uruk (P);Promotional;LOTR00121;Shadow;Uruk-hai;Minion - Uruk-hai;04;08;2;;5;;00;P;121;Scan courtesy of HawkeyeSPF.;;Damage +1. This minion is strength +1 for each possession you spot.
Haldir, Sentry of the Golden Wood (P);Promotional;LOTR00122;Free;Elven;Companion - Elf;02;05;3;06;;U;00;P;122;The Hunters Release. Scan courtesy of HawkeyeSPF.;;To play, spot an Elf. While the fellowship is at a battleground site, Haldir is strength +2. While the fellowship is at a forest site, Haldir is an archer.
Gimli, Eager Hunter (P);Promotional;LOTR00123;Free;Dwarven;Companion - Dwarf;02;06;3;06;;U;00;P;123;dAgent Exclusive. Scan courtesy of HawkeyeSPF.;;Damage +1. Hunter 3. (While skirmishing a non-hunter character, this character is strength +3.)
Legolas, Fleet-footed Hunter (P);Promotional;LOTR00124;Free;Elven;Companion - Elf;02;06;3;06;;U;00;P;124;dAgent Exclusive. Scan courtesy of HawkeyeSPF.;;Hunter 1. (While skirmishing a non-hunter character, this character is strength +1.) Regroup: Exert 2 hunter companions to draw a card.
Aragorn, Swift Hunter (P);Promotional;LOTR00125;Free;Gondor;Companion - Man;04;08;4;08;;U;00;P;125;dAgent Exclusive. Scan courtesy of HawkeyeSPF.;;Ranger. Hunter 1. (While skirmishing a non-hunter character, this character is strength +1.) Skirmish: Exert Aragorn to make a hunter companion strength +1.
Lurtz, Now Perfected (P);Promotional;LOTR00126;Shadow;Uruk-hai;Minion - Uruk-hai;07;13;3;;5;U;00;P;126;Tournament Director Exclusive. Scan courtesy of HawkeyeSPF.;;Damage +1. Each time Lurtz wins a skirmish, the Free People's player must exert X companions, where X is the current region number.
Aragorn, Defender of Rohan (P);Promotional;LOTR00127;Free;Rohan;Companion - Man;04;08;4;06;;U;00;P;127;dAgent Exclusive. Scan courtesy of HawkeyeSPF.;;Valiant. While the Ring-bearer is assigned to a skirmish, each [ROHAN] companion gains hunter 1.
Primitive Brand (P);Promotional;LOTR00128;Shadow;Men;Possession - Hand Weapon;01;+2;;;;;00;P;128;Scan courtesy of HawkeyeSPF.;;Bearer must be a [MEN] minion. Each time bearer wins a skirmish you may transfer this possession to another [MEN] minion. If you do, stack a [MEN] minion from play on a [MEN] possession in your support area.
Watcher at Sarn Ford, Ranger of the North (P);Promotional;LOTR00129;Free;Gondor;Companion - Man;02;05;3;08;;U;00;P;129;dAgent exclusive. Scan courtesy of HawkeyeSPF.;;Ranger. Skirmish: Exert a [GONDOR] Man with a resistance 6 or more to make that Man strength +3.
Faramir, Captain of Ithilien (AFD);Promotional;LOTR00AFD;Free;Gondor;Companion - Man;03;07;3;07;;U;00;AFD;130;April Fool's Day Joke Card. No physical card exists.;;Ranger. Hunter 2. When you play Faramir, Shadow players cannot play minions until the end of the turn. The move limit is +2.
Buckland Homestead (D);Promotional;LOTR00D01;Site;Site;Site;00;;;;;;00;D;001;Scan courtesy of HawkeyeSPF.;;Dwelling. Shadow: Play a Nazgul to discard a condition from play.
Caras Galadhon (D);Promotional;LOTR00D02;Site;Site;Site;02;;;;;;00;D;002;Scan courtesy of HawkeyeSPF.;;Forest. No more than 1 minion can be assigned to each skirmish.
Cavern Entrance (D);Promotional;LOTR00D03;Site;Site;Site;01;;;;;;00;D;003;Scan courtesy of HawkeyeSPF.;;Underground. Skirmish special abilities cannot be used.
Neekerbreekers' Bog (D);Promotional;LOTR00D04;Site;Site;Site;01;;;;;;00;D;004;Scan courtesy of HawkeyeSPF.;;Marsh. When the fellowship moves to here, heal each character who has resistance 5 or more and exert each other character.
Theodred, Second Marshal of the Mark (D);Promotional;LOTR00D05;Free;Rohan;Companion - Man;02;06;3;06;;U;00;D;005;Scan courtesy of HawkeyeSPF.;;While you can spot a [Rohan] Man who has resistance of 7 or more, Theodred is twilight cost -1. At the start of each skirmish involving Theodred, you may exert each minion he is skirmishing.
Elendil, High-King of Gondor (D);Promotional;LOTR00D06;Free;Gondor;Companion - Man;05;08;5;06;;U;00;D;006;Image fixed. ;;Knight. To play, spot 2 [GONDOR] knights or exert 2 [GONDOR] men. Each of your [GONDOR] companions is resistance +1. Maneuver: Remove a [GONDOR] token to make an unbound companion resistance +1 until the regroup phase.
Ordnance Grunt (D);Promotional;LOTR00D07;Shadow;Orc;Minion - Troll;06;12;3;;5;;00;D;007;Scan courtesy of HawkeyeSPF.;;Damage +1. Fierce. To play, spot an [ORC] minion. Shadow: Discard an [ORC] condition from play to play this minion from your discard pile.
Bilbo, Aged Ring-bearer (D);Promotional;LOTR00D08B;Free;Shire;Companion - Hobbit;02;03;4;08;;U;00;D;008;Scan courtesy of HawkeyeSPF.;;Ring-bound. While Bilbo is not assigned to a skirmish, each Ring-bound Hobbit is strength +1. At the start of each skirmish involving Bilbo, you may remove a burden for each other Ring-bound Hobbit you can spot.
Cave Troll of Moria, Menace of the Underdeeps (D);Promotional;LOTR00D08C;Shadow;Moria;Minion - Troll;10;15;3;;4;U;00;D;008;Incorrectly numbered? Bilbo, Aged Ring-bearer is also 0D8. This looks like it belongs in the Triumph and Menace Series for LOTRO. No physical card exists.;;Damage +1. Fierce. To play, spot a [MORIA] Orc. Menace - When you play this minion you may draw 3 cards.
Arwen, Maiden of Rivendell (D);Promotional;LOTR00D16;Free;Elven;Companion - Elf;02;09;4;06;Aragorn;U;00;D;016;League Card for LOTRO. No phyiscal card exists.;;Ranger. Archer. Skirmish: Exert Arwen to make a minion skirmishing an Elf strength -2. While you can spot an Elf, Arwen is twilight cost -1. While skirmishing a Nazgul, Arwen is strength +3. Fellowship: Exert an Elf to draw a card.
Gandalf, Stormcrow (D);Promotional;LOTR00D17;Free;Gandalf;Companion - Wizard;03;10;4;06;Gandalf;U;00;D;017;League Card for LOTRO. No phyiscal card exists.;;Damage +3. Defender +3. Skirmish: Exert Gandalf to make a companion strength +1.
Saruman, Many-coloured Wizard (D);Promotional;LOTR00D20;Shadow;Isengard;Minion - Wizard;04;11;4;;3;U;00;D;020;League Card for LOTRO. No phyiscal card exists.;;Damage +3. Fierce. Assignment: Exert Saruman to assign him to an unbound companion. Skirmish: Exert Saruman to make him strength +1.
Moria Skirmishers (D);Promotional;LOTR00D21;Shadow;Moria;Minion - Orc;03;11;4;;3;;00;D;021;League Card for LOTRO. No phyiscal card exists.;;Archer. Each time Moria Skirmishers wins a skirmish, you may exert a companion. While skirmishing an Elf or a Dwarf, Moria Skirmishers is strength +2. Shadow: Discard this minion to play a [MORIA] minion. That minion's twilight cost is -10.
Eomer, Forthwith Banished (D);Promotional;LOTR00D23;Free;Rohan;Companion - Man;02;10;6;06;;U;00;D;023;League Card for LOTRO. No phyiscal card exists.;;Valiant. Damage +3. Fellowship: Exert Eomer to play a mount on him from your draw deck. Eomer is strength +2 for each wound on each minion he is skirmishing. At the start of your turn, you may heal a [ROHAN] ally. While you can spot a [ROHAN] man, Eomer is twilight cost -1.
Morgul Patrol (D);Promotional;LOTR00D24;Shadow;Sauron;Minion - Orc;03;12;3;;6;;00;D;024;League Card for LOTRO. No phyiscal card exists.;;Besieger. Tracker. The site number of each [SAURON] Orc is -3. Response: If Morgul Patrol wins a skirmish, exert it to make it fierce until the regroup phase. Skirmish: Exert Morgul Patrol to wound a character it is skirmishing. Regroup: Exert Morgul Patrol to make the Free Peoples player exert X companions, where X is the number of burdens you can spot.
The Lord of the Rings, Trading Card Game (M);Promotional;LOTR00M01;Free;Gandalf;;;;;;;;00;M;001;Oversized. Decipher, Inc. is proud to present... The Lord of the Rings Trading Card Game. Coming November 6th, 2001.;;
The Lord of the Rings, Trading Card Game (M);Promotional;LOTR00M02;Shadow;Moria;;;;;;;;00;M;002;Oversized. Release schedule for the first nine sets: 1. The Fellowship of the Ring - November 2001. 2. Mines of Moria - March 2002. 3. Realms of the Elf-lords - July 2002. 4. The Two Towers - November 2002. 5. Battle of Helm's Deep - March 2003. 6. Ents of Fangorn - July 2003. 7. The Return of the King - November 2003. 8. Siege of Gondor - March 2004. 9. Mount Doom - July 2004;;
Goblet of the White City (SPD);Promotional;LOTR00SPD1;Free;Gondor;Possession;01;;;;;;00;SPD;001;Saint Patrick's Day Promo for LOTRO. No physical card exists.;;Bearer must be a [GONDOR] companion. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard 2 random cards from hand or discard this possession.
Green Dragon Mug (SPD);Promotional;LOTR00SPD2;Free;Shire;Possession;01;;;;;;00;SPD;002;Saint Patrick's Day Promo for LOTRO. No physical card exists.;;Bearer must be a Hobbit. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.
Rohirrim Stein (SPD);Promotional;LOTR00SPD3;Free;Rohan;Possession;01;;;;;;00;SPD;003;Saint Patrick's Day Promo for LOTRO. No physical card exists.;;Bearer must be a [ROHAN] companion. Each time you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add [2] or discard this possession.
Army of Dunland (W);Promotional;LOTR00W01;Shadow;Dunland;Minion - Man;11;20;2;;3;;00;W;001;Triumph and Menace Series for LOTRO. No physical card exists.;;To play, spot a [DUNLAND] Man. Menace - When you play this minion, discard up to 2 Free People's possessions.
Dwarven Escort (W);Promotional;LOTR00W02;Free;Dwarven;Companion - Dwarf;02;05;3;06;;;00;W;002;Triumph and Menace Series for LOTRO. No physical card exists.;;Damage +1. Triumph - At the start of the fellowship phase draw 4 cards.
Legolas, Nimble Elf (W);Promotional;LOTR00W03;Free;Elven;Companion - Elf;02;06;3;06;;U;00;W;003;Triumph and Menace Series for LOTRO. No physical card exists.;;Archer. Triumph - At the start of the archery phase, make the fellowship archery total +1.
Treebeard, Enemy of the Hand (W);Promotional;LOTR00W04;Free;Gandalf;Companion - Ent;05;12;4;06;;U;00;W;004;Triumph and Menace Series for LOTRO. No physical card exists.;;Triumph - At the start of a skirmish involving Treebeard discard a minion he is skirmishing.
Gollum, Worker of Mischief (W);Promotional;LOTR00W05;Shadow;Gollum;Minion;02;05;4;;4;U;00;W;005;Triumph and Menace Series for LOTRO. No physical card exists.;;To play, spot a [GOLLUM] condition. Menace - When you play Gollum make the move limit for this turn -1.
Aragorn, The Dunadan (W);Promotional;LOTR00W06;Free;Gondor;Companion - Man;04;08;4;06;;U;00;W;006;Triumph and Menace Series for LOTRO. No physical card exists.;;Ranger. Triumph - At the start of the maneuver phase, you may wound a minion.
Army of Isengard (W);Promotional;LOTR00W07;Shadow;Isengard;Minion - Uruk-Hai;09;16;4;;5;;00;W;007;Triumph and Menace Series for LOTRO. No physical card exists.;;Damage +1. To play, spot an Uruk-hai. Menace - When you play this minion, it becomes fierce.
Army of Moria (W);Promotional;LOTR00W08;Shadow;Moria;Minion - Orc;10;17;3;;4;;00;W;008;Triumph and Menace Series for LOTRO. No physical card exists.;;To play, spot a [MORIA] Orc. Menace - When you play this minion, draw 3 cards.
Army of Harad (W);Promotional;LOTR00W09;Shadow;Raider;Minion - Man;11;17;4;;4;;00;W;009;Triumph and Menace Series for LOTRO. No physical card exists.;;Southron. Archer. To play, spot a [RAIDER] Man. Menace - When you play this minion, add ten tokens to the twilight pool.
The Nazgul (W);Promotional;LOTR00W10;Shadow;Wraith;Minion - Nazgul;14;20;5;;3;;00;W;010;Triumph and Menace Series for LOTRO. No physical card exists.;;Fierce. To play, spot a Nazgul. Menace - When you play this minion add 2 burdens.
Eowyn, Daughter of Kings (W);Promotional;LOTR00W11;Free;Rohan;Companion - Man;02;06;3;06;;U;00;W;011;Triumph and Menace Series for LOTRO. No physical card exists.;;Triumph - At the start of the fellowship phase, the move limit for this turn is +1.
Army of Sauron (W);Promotional;LOTR00W12;Shadow;Sauron;Minion - Orc;09;17;5;;6;;00;W;012;Triumph and Menace Series for LOTRO. No physical card exists.;;To play, spot a [SAURON] Orc. Menace - When you play this minion, make it strength +10.
Sam, Lover of Trees (W);Promotional;LOTR00W13;Free;Shire;Companion - Hobbit;02;03;4;06;;U;00;W;013;Triumph and Menace Series for LOTRO. No physical card exists.;;Triumph - At the start of the fellowship phase remove 3 burdens. Response: If Frodo dies, make Sam the Ring-bearer (Resistance 5).
The One Ring, Isildur's Bane;Fellowship;LOTR01001;The One Ring;The One Ring;The One Ring;;+1;+1;;;U;01;R;001;;...the Ring slipped from his fingers as he swam....;Response: If bearer is about to take a wound, he wears The One Ring until the regroup phase. While wearing The One Ring, each time the Ring-bearer is about to take a wound, add 2 burdens instead.
The One Ring, Isildur's Bane (T);Fellowship;LOTR01001T;The One Ring;The One Ring;The One Ring;;+1;+1;;;U;01;R;001T;Tengwar;...the Ring slipped from his fingers as he swam....;Response: If bearer is about to take a wound in a skirmish, he wears The One Ring until the regroup phase. While wearing The One Ring, each time the Ring-bearer is about to take a wound during a skirmish, add a burden instead.
The One Ring, The Ruling Ring;Fellowship;LOTR01002;The One Ring;The One Ring;The One Ring;;+1;;;;U;01;C;002;Version: ****. ;One Ring to rule them all....;Response: If bearer is about to take a wound in a skirmish, he wears The One Ring until the regroup phase. While wearing The One Ring, each time the Ring-bearer is about to take a wound during a skirmish, add a burden instead.
Axe Strike;Fellowship;LOTR01003;Free;Dwarven;Event;00;;;;;;01;C;003;Game text is a clarification. ;Though Gimli's words were praised by the Lady of Light, he proved his best skill was swinging his axe.;Skirmish: Make a Dwarf strength +2 (or +3 if bearing a [DWARVEN] hand weapon).
Battle Fury;Fellowship;LOTR01004;Free;Dwarven;Event;00;;;;;;01;C;004;;The Dwarves quickly dispatch Orcs and Uruk-hai with their mighty battle axes.;Skirmish: Exert a Dwarf to make that Dwarf strength +3 and damage +1.
Cleaving Blow;Fellowship;LOTR01005;Free;Dwarven;Event;01;;;;;;01;C;005;;The shoddy workmanship of Orc-smiths cannot withstand the fury of Durin's folk.;Skirmish: Make a Dwarf strength +2 and damage +1.
Delving;Fellowship;LOTR01006;Free;Dwarven;Event;01;;;;;;01;C;006;;'...they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane.';Fellowship: Exert a Dwarf companion to draw 3 cards.
Dwarf Guard;Fellowship;LOTR01007;Free;Dwarven;Companion - Dwarf;01;04;2;06;;;01;C;007;;Dwarves from Dáin's people are stout companions, trustworthy and loyal.;To play, spot a Dwarf.
Dwarven Armor;Fellowship;LOTR01008;Free;Dwarven;Possession - Armor;00;;;;;;01;C;008;;The strongest armour still being made in Middle-earth is forged by Dwarves. It is so heavy that only they can bear it.;Bearer must be a Dwarf. Bearer may not be overwhelmed unless his strength is tripled.
Dwarven Axe;Fellowship;LOTR01009;Free;Dwarven;Possession - Hand Weapon;00;+2;;;;;01;C;009;This card can trigger only once for each Shadow player with a minion in that skirmish, regardless of how many minions that player had. ;'Buckler and corslet, axe and sword / And shining spears were laid in hoard.';Bearer must be a Dwarf. Each time a player's minion loses a skirmish to bearer, that player discards the top card from his draw deck.
Dwarven Heart;Fellowship;LOTR01010;Free;Dwarven;Condition;00;;;;;;01;C;010;;'...a Dwarf goes on, be the burden twice his own weight....';Bearer must be a Dwarf. When you play this condition, heal bearer up to 2 times. At the start of each of your turns, exert bearer.
Farin, Dwarven Emissary;Fellowship;LOTR01011;Free;Dwarven;Companion - Dwarf;02;05;3;06;;U;01;C;011;;Among the envoys sent to represent the Dwarves of Erebor at the Council of Elrond was Farin, a young but wise Dwarf, and a fierce foe in battle.;To play, spot a Dwarf. While skirmishing an Orc, Farin is strength +2.
Gimli, Dwarf of Erebor;Fellowship;LOTR01012;Free;Dwarven;Companion - Dwarf;02;06;3;06;Aragorn;U;01;U;012;Game text is an erratum. ;Gimli now walked ahead by the wizard's side, so eager was he to come to Moria.;Damage +1. Fellowship: If the twilight pool has fewer than 2 twilight tokens, add [2] to place a card from hand beneath your draw deck.
Gimli, Son of Gloin;Fellowship;LOTR01013;Free;Dwarven;Companion - Dwarf;02;06;3;06;Gandalf;U;01;R;013;;There was a younger dwarf at Glóin's side: his son Gimli.;Damage +1. Skirmish: Exert Gimli to make him strength +2.
Gimli, Son of Gloin (T);Fellowship;LOTR01013T;Free;Dwarven;Companion - Dwarf;02;06;3;06;Gandalf;U;01;R;013T;Tengwar;There was a younger dwarf at Glóin's side: his son Gimli.;Damage +1. Skirmish: Exert Gimli to make him strength +2.
